cargo,empresa,salario_base,localizacao,modalidade_trabalho,nivel,experiencia,tipo_contrato,remuneracao_total_anual,remuneracao_inclui,salario_base_detalhado,bonus_anual,relacao_empresa,area_especializacao,beneficios,remuneracao_total_mensal
Cientista de Dados,Wellhub,10.000,"São Paulo, São Paulo",Remoto,Pleno,3 anos de experiência,CLT,145.300,"Inclui bônus, PLR, stock options e comissões",133.300,12.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida,12.108
Cientista de Dados,AeC,6.152,Minas Gerais,Remoto,Júnior,3 anos de experiência,CLT,82.006,"Inclui bônus, PLR, stock options e comissões",82.006,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Day off no aniversário,6.834
Cientista de Dados,Neoway,13.400,São Paulo,Remoto,Sênior,4 anos de experiência,CLT,192.022,"Inclui bônus, PLR, stock options e comissões",178.622,13.400,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida,16.002
Cientista de Dados,PicPay,9.895,"Anápolis, Goiás",Remoto,Pleno,2.75 anos de experiência,CLT,141.797,"Inclui bônus, PLR, stock options e comissões",131.902,9.895,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia,11.816
Cientista de Dados,LWSA,17.000,"São Paulo, São Paulo",Híbrido,Sênior,5 anos de experiência,CLT,226.610,"Inclui bônus, PLR, stock options e comissões",226.610,Não informado,Funcionário em março de 2025,Outra,Vale Refeição | Vale Transporte | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,18.884
Cientista de Dados,Appmax,10.980,"Porto Alegre, Rio Grande do Sul",Remoto,Sênior,4 anos de experiência,CLT,146.363,"Inclui bônus, PLR, stock options e comissões",146.363,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Gympass ou subsídio para academia | Apoio psicológico,12.197
Cientista de Dados,WillBank,14.800,"São Paulo, São Paulo",Remoto,Sênior,7 anos de experiência,CLT,212.084,"Inclui bônus, PLR, stock options e comissões",197.284,14.800,Funcionário em março de 2025,Não informado,Vale Refeição | Auxílio Creche | Participação nos Lucros e Resultados (PLR) | Vale Alimentação | Plano de Saúde | Plano Odontológico | Gympass ou subsídio para academia | Home Office | Café Grátis | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,17.674
Cientista de Dados,Samsung Research Brasil,13.500,"Campinas, São Paulo",Presencial,Especialista,5 anos de experiência,CLT,186.955,"Inclui bônus, PLR, stock options e comissões",179.955,7.000,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Apoio psicológico,15.580
Cientista de Dados,Mosaiclab,4.500,São Paulo,Remoto,Júnior,0.6 anos de experiência,CLT,59.985,"Inclui bônus, PLR, stock options e comissões",59.985,Não informado,Oferta de emprego recebida em agosto de 2024,Não informado,Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR),4.999
Cientista de Dados,BRLink,8.716,"Barueri, São Paulo",Híbrido,Pleno,2 anos de experiência,CLT,122.017,"Inclui bônus, PLR, stock options e comissões",116.184,4.500,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Licença maternidade estendida | Licença paternidade estendida,10.168
Engenheiro de dados,iFood,18.900,"São Paulo, São Paulo",Remoto,Especialista,15 anos de experiência,CLT,308.637,"Inclui bônus, PLR, stock options e comissões",251.937,56.700,Funcionário em setembro de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,25.720
Engenheiro de Dados,Confederação Sicredi,9.000,Rio Grande do Sul,Remoto,Sênior,6 anos de experiência,CLT,178.300,"Inclui bônus, PLR, stock options e comissões",119.970,45.000,Funcionário em agosto de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,14.858
Engenheiro de Dados,Stefanini,8.900,"Ipiranga, Paraná",Remoto,Sênior,4 anos de experiência,CLT,118.637,"Inclui bônus, PLR, stock options e comissões",118.637,Não informado,Funcionário em julho de 2025,Não informado,Vale Refeição | Vale Alimentação | Home Office | Horário Flexível,9.886
Engenheiro de Dados,First,9.000,"São Paulo, São Paulo",Híbrido,Pleno,3.5 anos de experiência,CLT,142.970,"Inclui bônus, PLR, stock options e comissões",119.970,23.000,Saiu da empresa em 2024 (ex-funcionário),"Aplicações (Salesforce, Workday, etc.)",Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Licença maternidade estendida,11.914
Engenheiro de Dados,Growth Machine,4.950,"Rio de Janeiro, Rio de Janeiro",Remoto,Júnior,2 anos de experiência,PJ,59.400,"Inclui bônus, PLR, stock options e comissões",59.400,Não informado,Funcionário em maio de 2025,Banco de Dados,Vale Refeição | Home Office | Horário Flexível | Gympass ou subsídio para academia,4.950
Engenheiro de Dados Sênior,Mercado Livre,17.567,"Jundiaí, São Paulo",Híbrido,Sênior,7 anos de experiência,CLT,278.395,"Inclui bônus, PLR, stock options e comissões",234.168,17.567,Funcionário em abril de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,23.200
Engenheiro de Dados,AB Inbev,7.930,"São Paulo, São Paulo",Híbrido,Pleno,4 anos de experiência,CLT,121.707,"Inclui bônus, PLR, stock options e comissões",105.707,16.000,Funcionário em abril de 2025,Engenheiro de dados,Vale Refeição | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,10.142
Engenheiro de Dados,XP Inc.,6.000,"São Paulo, São Paulo",Híbrido,Júnior,2 anos de experiência,CLT,119.980,"Inclui bônus, PLR, stock options e comissões",79.980,40.000,Funcionário em abril de 2025,Não informado,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,9.998
Engenheiro de Dados,DB1 Group,3.000,"Maringá, Paraná",Presencial,Júnior,1.5 anos de experiência,CLT,39.990,"Inclui bônus, PLR, stock options e comissões",39.990,Não informado,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Educação | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,3.333
Engenheiro de Dados 2,Indicium,7.088,"Florianópolis, Santa Catarina",Remoto,Pleno,2 anos de experiência,CLT,101.483,"Inclui bônus, PLR, stock options e comissões",94.483,7.000,Funcionário em abril de 2025,Banco de Dados,Vale Alimentação | Auxílio Internet | Plano de Saúde | Home Office | Horário Flexível | Gympass ou subsídio para academia | Day off no aniversário,8.457
Engenheiro de Dados,Indicium,8.297,"Florianópolis, Santa Catarina",Remoto,Pleno,3 anos de experiência,CLT,118.896,"Inclui bônus, PLR, stock options e comissões",110.599,8.297,Funcionário em abril de 2025,Banco de Dados,Vale Alimentação | Auxílio Internet | Plano de Saúde | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário,9.908
Engenheiro de Dados,Banco Santander,7.000,"São Paulo, São Paulo",Presencial,Pleno,3 anos de experiência,CLT,93.310,"Inclui bônus, PLR, stock options e comissões",93.310,Não informado,Saiu da empresa em 2022 (ex-funcionário),Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida,7.776
Engenheiro de Dados,Banco Itaú,16.784,"São Paulo, São Paulo",Híbrido,Sênior,5 anos de experiência,CLT,284.212,"Inclui bônus, PLR, stock options e comissões",223.731,60.481,Funcionário em abril de 2025,Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença paternidade estendida,23.684
Engenheiro de Dados,Banco Itaú,6.500,"São Paulo, São Paulo",Híbrido,Júnior,1.4 anos de experiência,CLT,110.645,"Inclui bônus, PLR, stock options e comissões",86.645,24.000,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,9.220
Engenheiro de Dados,Unidas,17.000,"Curitiba, Paraná",Remoto,Sênior,10 anos de experiência,PJ,209.000,"Inclui bônus, PLR, stock options e comissões",204.000,5.000,Saiu da empresa em 2024 (ex-funcionário),Inteligência Artificial / Machine Learning,Auxílio Educação | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras,17.417
Engenheiro de Dados,Serasa Experian,4.500,"Fortaleza, Ceará",Remoto,Júnior,2 anos de experiência,CLT,66.985,"Inclui bônus, PLR, stock options e comissões",59.985,7.000,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Licença maternidade estendida | Licença paternidade estendida,5.582
Engenheiro de Dados,ClearSale,13.400,São Paulo,Remoto,Sênior,4 anos de experiência,CLT,196.622,"Inclui bônus, PLR, stock options e comissões",178.622,18.000,Funcionário em abril de 2025,Outra,Vale Refeição | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário | Licença paternidade estendida,16.385
Engenheiro de Dados,BRQ Digital Solutions,6.568,"São Paulo, São Paulo",Remoto,Pleno,3.9 anos de experiência,CLT,87.551,"Inclui bônus, PLR, stock options e comissões",87.551,Não informado,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,7.296
Engenheiro de Dados,Credz,13.580,"São Paulo, São Paulo",Remoto,Sênior,11 anos de experiência,CLT,181.021,"Inclui bônus, PLR, stock options e comissões",181.021,Não informado,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,15.085
Engenheiro de Dados,Stefanini,13.700,"São Paulo, São Paulo",Remoto,Sênior,8 anos de experiência,CLT,182.621,"Inclui bônus, PLR, stock options e comissões",182.621,Não informado,Funcionário em abril de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office,15.218
